OrgCode,Unit,CourtType,LocationId,Circuit,District,MainOffice,OfficeName,Url,Phone,Fax,Opens,Closes,LunchStart,LunchEnd,HasPublicLibrary,Longitude,Latitude,Room,BuildingName,BuildingAddress,BuildingCity,BuildingState,BuildingZip,LocationGroup,Address,EJurorUrl,JuryServiceUrl,ECFurl,ECFUrl2,MailBox,MailZip
B01MEXC,BC,"Bankruptcy Court",306,01,MEX,0,"Maine Bankruptcy Court",http://www.meb.uscourts.gov,207-945-0348,207-945-0304,,,,,0,-68.773304,44.804887,"3rd Floor","Margaret Chase Smith Federal Building","202 Harlow Street",Bangor,ME,04401-4901,"Margaret Chase Smith Federal Building","Margaret Chase Smith Federal Building
202 Harlow Street
Bangor, ME 04401-4901
",,,https://ecf.meb.uscourts.gov,,,
B01MEXC,BC,"Bankruptcy Court",307,01,MEX,1,"Maine Bankruptcy Court",http://www.meb.uscourts.gov,207-780-3482,207-780-3679,,,,,0,-70.261518,43.655599,"2nd Floor","J.B. Brown Block","537 Congress Street",Portland,ME,04101-3306,"J.B. Brown Block","J.B. Brown Block
537 Congress Street
Portland, ME 04101-3306
",,,https://ecf.meb.uscourts.gov,,,
B01PRXC,BC,"Bankruptcy Court",309,01,PRX,1,"Puerto Rico Bankruptcy Court",http://www.prb.uscourts.gov,787-977-6000,787-977-6008,,,,,0,-66.1142244,18.4642467,,"Jose V. Toledo Federal Building and United States Courthouse","300 Calle Del Recinto Sur","San Juan",PR,00901,"Jose V. Toledo Federal Building and United States Courthouse","Jose V. Toledo Federal Building and United States Courthouse
300 Calle Del Recinto Sur
San Juan, PR 00901
",,,https://ecf.prb.uscourts.gov,,,
B01RIXC,BC,"Bankruptcy Court",311,01,RIX,1,"Rhode Island Bankruptcy Court",https://www.rib.uscourts.gov/,401-626-3100,401-626-3150,,,,,0,-71.4147557,41.8212259,"6th Floor","The Federal Center","380 Westminster Street",Providence,RI,02903-3246,"The Federal Center","The Federal Center
380 Westminster Street
Providence, RI 02903-3246
",,,https://ecf.rib.uscourts.gov,,,
B02CTXC,BC,"Bankruptcy Court",312,02,CTX,1,"Connecticut Bankruptcy Court",http://www.ctb.uscourts.gov,203-579-5808,203-579-5827,9:00,4:00,12:30,1:30,0,-73.192425,41.175291,"1st Floor","Brien McMahon Federal Building and United States Courthouse","915 Lafayette Boulevard",Bridgeport,CT,06604-4706,"Brien McMahon Federal Building and United States Courthouse","Brien McMahon Federal Building and United States Courthouse
915 Lafayette Boulevard
Bridgeport, CT 06604-4706
",,,https://ecf.ctb.uscourts.gov,,,
B02CTXC,BC,"Bankruptcy Court",313,02,CTX,0,"Connecticut Bankruptcy Court",http://www.ctb.uscourts.gov,860-240-3675,860-240-3680,9:00,4:00,12:30,1:30,0,-72.674367,41.762469,"7th Floor","Abraham Ribicoff Federal Building and United States Courthouse","450 Main Street",Hartford,CT,06103-3022,"Abraham Ribicoff Federal Building and United States Courthouse","Abraham Ribicoff Federal Building and United States Courthouse
450 Main Street
Hartford, CT 06103-3022
",,,https://ecf.ctb.uscourts.gov,,,
B02CTXC,BC,"Bankruptcy Court",314,02,CTX,0,"Connecticut Bankruptcy Court",http://www.ctb.uscourts.gov,203-773-2009,203-773-2741,9:00,4:00,12:30,1:30,0,-72.924750,41.307418,"18th Floor","Connecticut Financial Center","157 Church Street","New Haven",CT,06510-2100,"Connecticut Financial Center","Connecticut Financial Center
157 Church Street
New Haven, CT 06510-2100
",,,https://ecf.ctb.uscourts.gov,,,
B02NYEC,BC,"Bankruptcy Court",315,02,NYE,1,"New York Eastern Bankruptcy Court",http://www.nyeb.uscourts.gov,347-394-1700,347-394-1752,,,,,0,-73.9900758,40.6960289,"Suite 1595","Conrad B. Duberstein United States Bankruptcy Courthouse","271-C Cadman Plaza East",Brooklyn,NY,11201-1800,"Conrad B. Duberstein United States Bankruptcy Courthouse","Conrad B. Duberstein United States Bankruptcy Courthouse
271-C Cadman Plaza East
Brooklyn, NY 11201-1800
",,,https://ecf.nyeb.uscourts.gov,,,
B02NYEC,BC,"Bankruptcy Court",316,02,NYE,0,"New York Eastern Bankruptcy Court",http://www.nyeb.uscourts.gov,631-712-6200,631-712-6209,,,,,0,-73.198527,40.780408,290,"Alfonse M. D'Amato United States Courthouse","Federal Plaza","Central Islip",NY,11722,"Alfonse M. D'Amato United States Courthouse","Alfonse M. D'Amato United States Courthouse
Federal Plaza
Central Islip, NY 11722
",,,https://ecf.nyeb.uscourts.gov,,,
B02NYNC,BC,"Bankruptcy Court",317,02,NYN,1,"New York Northern Bankruptcy Court",http://www.nynb.uscourts.gov,518-257-1661,518-257-1650,,,,,0,-73.750729,42.649268,330,"James T. Foley United States Courthouse","445 Broadway",Albany,NY,12207,"James T. Foley United States Courthouse","James T. Foley United States Courthouse
445 Broadway
Albany, NY 12207
",,,https://ecf.nynb.uscourts.gov,,,
B02NYNC,BC,"Bankruptcy Court",318,02,NYN,0,"New York Northern Bankruptcy Court",http://www.nynb.uscourts.gov,315-793-8101,315-793-8128,,,,,0,-75.2260456,43.10315,230,"Alexander Pirnie Federal Building","10 Broad Street",Utica,NY,13501,"Alexander Pirnie Federal Building","Alexander Pirnie Federal Building
10 Broad Street
Utica, NY 13501
",,,https://ecf.nynb.uscourts.gov,,,
B02NYSC,BC,"Bankruptcy Court",319,02,NYS,1,"New York Southern Bankruptcy Court",http://www.nysb.uscourts.gov,212-668-2870,212-668-2878,,,,,0,-74.014126,40.704634,615-3,"Alexander Hamilton Custom House","One Bowling Green","New York",NY,10004,"Alexander Hamilton Custom House","Alexander Hamilton Custom House
One Bowling Green
New York, NY 10004
",,,https://ecf.nysb.uscourts.gov,,,
B02NYSC,BC,"Bankruptcy Court",320,02,NYS,0,"New York Southern Bankruptcy Court",http://www.nysb.uscourts.gov,845-452-4200,845-452-8375,,,,,0,-73.925192,41.702693,"1st Floor","United States Courthouse","355 Main Street",Poughkeepsie,NY,12601,"United States Courthouse","United States Courthouse
355 Main Street
Poughkeepsie, NY 12601
",,,https://ecf.nysb.uscourts.gov,,,
B02NYSC,BC,"Bankruptcy Court",321,02,NYS,0,"New York Southern Bankruptcy Court",http://www.nysb.uscourts.gov,914-467-7250,914-467-7244,,,,,0,-73.770498,41.028560,"2nd Floor","Charles L. Brieant, Jr. United States Courthouse","300 Quarropas Street","White Plains",NY,10601-4150,"Charles L. Brieant, Jr. United States Courthouse","Charles L. Brieant, Jr. United States Courthouse
300 Quarropas Street
White Plains, NY 10601-4150
",,,https://ecf.nysb.uscourts.gov,,,
B02NYWC,BC,"Bankruptcy Court",322,02,NYW,1,"New York Western Bankruptcy Court",http://www.nywb.uscourts.gov,716-362-3200,716-362-3245,,,,,0,-78.8788467,42.8872375,,"Robert H. Jackson Courthouse","2 Niagara Square",Buffalo,NY,14202,"Robert H. Jackson Courthouse","Robert H. Jackson Courthouse
2 Niagara Square
Buffalo, NY 14202
",,,https://ecf.nywb.uscourts.gov,,,
B02NYWC,BC,"Bankruptcy Court",323,02,NYW,0,"New York Western Bankruptcy Court",http://www.nywb.uscourts.gov,585-613-4200,585-613-4242,,,,,0,-77.613890,43.157174,,"Kenneth B. Keating Federal Building","100 State Street",Rochester,NY,14614,"Kenneth B. Keating Federal Building","Kenneth B. Keating Federal Building
100 State Street
Rochester, NY 14614
",,,https://ecf.nywb.uscourts.gov,,,
B02VTXC,BC,"Bankruptcy Court",324,02,VTX,0,"Vermont Bankruptcy Court",http://www.vtb.uscourts.gov,802-776-2000,802-776-2020,,,,,0,-72.981455,43.6076337,"4th Floor",,"151 West Street",Rutland,VT,05701,"151 West Street","151 West Street
Rutland, VT 05701
",,,https://ecf.vtb.uscourts.gov,,"PO Box 6648",05702-6648
B03DEXC,BC,"Bankruptcy Court",325,03,DEX,1,"Delaware Bankruptcy Court",http://www.deb.uscourts.gov,302-252-2900,302-573-6654,,,,,0,-75.549032,39.743712,"3rd Floor",,"824 North Market Street",Wilmington,DE,19801-3024,"824 North Market Street","824 North Market Street
Wilmington, DE 19801-3024
",,,https://ecf.deb.uscourts.gov,,,
B03NJXC,BC,"Bankruptcy Court",326,03,NJX,0,"New Jersey Bankruptcy Court",http://www.njb.uscourts.gov,856-361-2300,856-757-5425,,,,,0,-75.122395,39.945949,"2nd Floor","United States Post Office and Courthouse","401 Market Street",Camden,NJ,08101,"United States Post Office and Courthouse","United States Post Office and Courthouse
401 Market Street
Camden, NJ 08101
",,,https://ecf.njb.uscourts.gov,,"PO Box 2067",08101
B03NJXC,BC,"Bankruptcy Court",327,03,NJX,1,"New Jersey Bankruptcy Court",http://www.njb.uscourts.gov,973-645-4764,973-645-2217,,,,,0,-74.172530,40.729895,3017,"Martin Luther King, Jr. Federal Building and United States Courthouse","50 Walnut Street",Newark,NJ,07102,"Martin Luther King, Jr. Federal Building and United States Courthouse","Martin Luther King, Jr. Federal Building and United States Courthouse
50 Walnut Street
Newark, NJ 07102
",,,https://ecf.njb.uscourts.gov,,,
B03NJXC,BC,"Bankruptcy Court",328,03,NJX,0,"New Jersey Bankruptcy Court",http://www.njb.uscourts.gov,609-858-9333,609-989-0580,,,,,0,-74.757668,40.220863,"1st Floor","Clarkson S. Fisher Federal Building and United States Courthouse","402 East State Street",Trenton,NJ,08608-1507,"Clarkson S. Fisher Federal Building and United States Courthouse","Clarkson S. Fisher Federal Building and United States Courthouse
402 East State Street
Trenton, NJ 08608-1507
",,,https://ecf.njb.uscourts.gov,,,
B03PAEC,BC,"Bankruptcy Court",329,03,PAE,1,"Pennsylvania Eastern Bankruptcy Court",http://www.paeb.uscourts.gov,215-408-2800,215-408-2992,,,,,0,-75.155273,39.951228,"Suite 400","Robert N.C. Nix, Sr. Federal Building","900 Market Street",Philadelphia,PA,19107,"Robert N.C. Nix, Sr. Federal Building","Robert N.C. Nix, Sr. Federal Building
900 Market Street
Philadelphia, PA 19107
",,,https://ecf.paeb.uscourts.gov,,,19107-4299
B03PAEC,BC,"Bankruptcy Court",330,03,PAE,0,"Pennsylvania Eastern Bankruptcy Court",http://www.paeb.uscourts.gov,610-208-5040,610-208-5039,7:00,4:30,,,0,-75.933624,40.335403,"Suite 103","The Gateway Building","201 Penn Street",Reading,PA,19601,"The Gateway Building","The Gateway Building
201 Penn Street
Reading, PA 19601
",,,https://ecf.paeb.uscourts.gov,,,
B03PAMC,BC,"Bankruptcy Court",331,03,PAM,1,"Pennsylvania Middle Bankruptcy Court",http://www.pamb.uscourts.gov,717-901-2800,717-901-2822,,,,,0,-76.8858244,40.273997,320,"Sylvia H. Rambo US Courthouse","1501 N. 6th St.",Harrisburg,PA,17102,"Sylvia H. Rambo US Courthouse","Sylvia H. Rambo US Courthouse
1501 N. 6th St.
Harrisburg, PA 17102
",,,https://ecf.pamb.uscourts.gov,,,
B03PAWC,BC,"Bankruptcy Court",332,03,PAW,0,"Pennsylvania Western Bankruptcy Court",http://www.pawb.uscourts.gov,814-464-9740,814-464-9747,,,,,0,-80.084054,42.129340,B160,,"17 South Park Row",Erie,PA,16501,"17 South Park Row","17 South Park Row
Erie, PA 16501
",,,https://ecf.pawb.uscourts.gov,,,
B03PAWC,BC,"Bankruptcy Court",333,03,PAW,1,"Pennsylvania Western Bankruptcy Court",http://www.pawb.uscourts.gov,412-644-4060,412-644-6512,,,,,0,-79.992482,40.438354,5414,"USX Tower","600 Grant Street",Pittsburgh,PA,15219-2702,"USX Tower","USX Tower
600 Grant Street
Pittsburgh, PA 15219-2702
",,,https://ecf.pawb.uscourts.gov,,,
B04MDXC,BC,"Bankruptcy Court",334,04,MDX,1,"Maryland Bankruptcy Court",http://www.mdb.uscourts.gov,410-962-2688,410-962-2139,,,,,0,-76.615146,39.287730,"Suite 8530","Edward A. Garmatz Federal Building and United States Courthouse","101 West Lombard Street",Baltimore,MD,21201-2605,"Edward A. Garmatz Federal Building and United States Courthouse","Edward A. Garmatz Federal Building and United States Courthouse
101 West Lombard Street
Baltimore, MD 21201-2605
",,,https://ecf.mdb.uscourts.gov,,,
B04MDXC,BC,"Bankruptcy Court",335,04,MDX,0,"Maryland Bankruptcy Court",http://www.mdb.uscourts.gov,301-344-8018,301-344-8003,,,,,0,-76.894151,39.011022,"Suite 300","United States Courthouse","6500 Cherrywood Lane",Greenbelt,MD,20770,"United States Courthouse","United States Courthouse
6500 Cherrywood Lane
Greenbelt, MD 20770
",,,https://ecf.mdb.uscourts.gov,,,
B04NCEB,BB,"Bankruptcy Court",336,04,NCE,1,"North Carolina Eastern Bankruptcy Administrator",http://www.nceba.uscourts.gov,919-856-4886,919-856-4692,,,,,0,-78.639474,35.775321,"Suite 620",,"434 Fayetteville Street",Raleigh,NC,27601-2941,"434 Fayetteville Street","434 Fayetteville Street
Raleigh, NC 27601-2941
",,,,,,
B04NCEC,BC,"Bankruptcy Court",338,04,NCE,1,"North Carolina Eastern Bankruptcy Court",http://www.nceb.uscourts.gov,919-856-4752,919-856-4260,,,,,0,-78.639390,35.776596,445,"Century Station","300 Fayetteville Street",Raleigh,NC,27601-1749,"Century Station","Century Station
300 Fayetteville Street
Raleigh, NC 27601-1749
",,,https://ecf.nceb.uscourts.gov,,"PO Box 791",27602
B04NCMB,BB,"Bankruptcy Court",340,04,NCM,1,"North Carolina Middle Bankruptcy Administrator",,336-358-4170,336-358-4185,8:30,5:00,,,0,-79.796099,36.072795,"1st Floor","Federal Law Center","101 South Edgeworth Street",Greensboro,NC,27401-2219,"Federal Law Center","Federal Law Center
101 South Edgeworth Street
Greensboro, NC 27401-2219
",,,,,,
B04NCMC,BC,"Bankruptcy Court",341,04,NCM,1,"North Carolina Middle Bankruptcy Court",http://www.ncmb.uscourts.gov,336-358-4000,336-358-4048,,,,,0,-79.796099,36.072795,"1st Floor","Federal Law Center","101 South Edgeworth Street",Greensboro,NC,27401-2219,"Federal Law Center","Federal Law Center
101 South Edgeworth Street
Greensboro, NC 27401-2219
",,,https://ecf.ncmb.uscourts.gov,,"PO Box 26100",27402-6100
B04NCMC,BC,"Bankruptcy Court",342,04,NCM,0,"North Carolina Middle Bankruptcy Court",http://www.ncmb.uscourts.gov,336-397-7785,336-397-7793,,,,,0,-80.244004,36.093240,"1st Floor","United States Courthouse","601 W. 4th St., STE 100","Winston Salem",NC,27101-5211,"United States Courthouse","United States Courthouse
601 W. 4th St., STE 100
Winston Salem, NC 27101-5211
",,,https://ecf.ncmb.uscourts.gov,,,
B04NCWB,BB,"Bankruptcy Court",343,04,NCW,1,"North Carolina Western Bankruptcy Administrator",,704-350-7587,704-350-7577,,,,,0,-80.845784,35.229527,"Suite 2400","Charles R. Jonas Federal Building","401 West Trade Street",Charlotte,NC,28202,"Charles R. Jonas Federal Building","Charles R. Jonas Federal Building
401 West Trade Street
Charlotte, NC 28202
",,,,,,
B04NCWC,BC,"Bankruptcy Court",344,04,NCW,0,"North Carolina Western Bankruptcy Court",http://www.ncwb.uscourts.gov,828-771-7300,828-271-4150,,,,,0,-82.557510,35.595041,112,"United States Courthouse","100 Otis Street",Asheville,NC,28801-2611,"United States Courthouse","United States Courthouse
100 Otis Street
Asheville, NC 28801-2611
",,,https://ecf.ncwb.uscourts.gov,,,
B04NCWC,BC,"Bankruptcy Court",345,04,NCW,1,"North Carolina Western Bankruptcy Court",http://www.ncwb.uscourts.gov,704-350-7500,704-350-7503,,,,,0,-80.845784,35.229527,2500,"Charles R. Jonas Federal Building","401 West Trade Street",Charlotte,NC,28202,"Charles R. Jonas Federal Building","Charles R. Jonas Federal Building
401 West Trade Street
Charlotte, NC 28202
",,,https://ecf.ncwb.uscourts.gov,,,
B04SCXC,BC,"Bankruptcy Court",346,04,SCX,1,"South Carolina Bankruptcy Court",http://www.scb.uscourts.gov,803-765-5436,803-253-3710,,,,,0,-81.038738,34.008826,,"J. Bratton Davis United States Courthouse","1100 Laurel Street",Columbia,SC,29201,"J. Bratton Davis United States Courthouse","J. Bratton Davis United States Courthouse
1100 Laurel Street
Columbia, SC 29201
",,,https://ecf.scb.uscourts.gov,,,
B04VAEC,BC,"Bankruptcy Court",347,04,VAE,0,"Virginia Eastern Bankruptcy Court",http://www.vaeb.uscourts.gov,703-258-1200,703-258-1206,,,,,0,-77.047250,38.803924,,"Martin V.B. Bostetter, Jr. United States Courthouse","200 South Washington Street",Alexandria,VA,22314-5405,"Martin V.B. Bostetter, Jr. United States Courthouse","Martin V.B. Bostetter, Jr. United States Courthouse
200 South Washington Street
Alexandria, VA 22314-5405
",,,https://ecf.vaeb.uscourts.gov,,,
B04VAEC,BC,"Bankruptcy Court",349,04,VAE,0,"Virginia Eastern Bankruptcy Court",http://www.vaeb.uscourts.gov,757-222-7500,757-222-7505,,,,,0,-76.288899,36.853288,480,"Walter E. Hoffman United States Courthouse","600 Granby Street",Norfolk,VA,23510-1915,"Walter E. Hoffman United States Courthouse","Walter E. Hoffman United States Courthouse
600 Granby Street
Norfolk, VA 23510-1915
",,,https://ecf.vaeb.uscourts.gov,,,
B04VAEC,BC,"Bankruptcy Court",350,04,VAE,1,"Virginia Eastern Bankruptcy Court",http://www.vaeb.uscourts.gov,804-916-2400,804-916-2498,,,,,0,-77.4357460,37.5414960,"Suite 4000","Spottswood W. Robinson III & Robert R. Merhige, Jr., U.S. Courthouse","701 East Broad Street",Richmond,VA,23219,"Spottswood W. Robinson III & Robert R. Merhige, Jr., U.S. Courthouse","Spottswood W. Robinson III & Robert R. Merhige, Jr., U.S. Courthouse
701 East Broad Street
Richmond, VA 23219
",,,https://ecf.vaeb.uscourts.gov,,,
B04VAWC,BC,"Bankruptcy Court",351,04,VAW,0,"Virginia Western Bankruptcy Court",http://www.vawb.uscourts.gov,540-434-8327,540-434-9715,,,,,0,-78.868323,38.450517,223,"United States Courthouse","116 North Main Street",Harrisonburg,VA,22802,"United States Courthouse","United States Courthouse
116 North Main Street
Harrisonburg, VA 22802
",,,https://ecf.vawb.uscourts.gov,,,
B04VAWC,BC,"Bankruptcy Court",352,04,VAW,0,"Virginia Western Bankruptcy Court",http://www.vawb.uscourts.gov,434-845-0317,434-845-1801,8:00,4:30,,,0,-79.142655,37.412178,166,"United States Courthouse","1101 Court Street",Lynchburg,VA,24504-4503,"United States Courthouse","United States Courthouse
1101 Court Street
Lynchburg, VA 24504-4503
",,,https://ecf.vawb.uscourts.gov,,,
B04VAWC,BC,"Bankruptcy Court",353,04,VAW,1,"Virginia Western Bankruptcy Court",http://www.vawb.uscourts.gov,540-857-2391,540-857-2873,8:00,4:30,,,0,-79.944307,37.270725,200,"Commonwealth of Virginia Building","210 Church Avenue, S.W.",Roanoke,VA,24011-1517,"Commonwealth of Virginia Building","Commonwealth of Virginia Building
210 Church Avenue, S.W.
Roanoke, VA 24011-1517
",,,https://ecf.vawb.uscourts.gov,,,
B04WVNC,BC,"Bankruptcy Court",354,04,WVN,0,"West Virginia Northern Bankruptcy Court",http://www.wvnb.uscourts.gov,304-233-1655,304-623-9047,,,,,0,-80.339555,39.279326,D,"The Edel Building","324 West Main Street",Clarksburg,WV,26301,"The Edel Building","The Edel Building
324 West Main Street
Clarksburg, WV 26301
",,,https://ecf.wvnb.uscourts.gov,,"PO Box 2506",26301
B04WVNC,BC,"Bankruptcy Court",355,04,WVN,1,"West Virginia Northern Bankruptcy Court",http://www.wvnb.uscourts.gov,304-233-1655,304-233-0185,,,,,0,-80.721469,40.067973,"3rd Floor","Federal Building and United States Courthouse","1125 Chapline Street",Wheeling,WV,26003,"Federal Building and United States Courthouse","Federal Building and United States Courthouse
1125 Chapline Street
Wheeling, WV 26003
",,,https://ecf.wvnb.uscourts.gov,,"PO Box 70",26003
B04WVSC,BC,"Bankruptcy Court",356,04,WVS,1,"West Virginia Southern Bankruptcy Court",http://www.wvsb.uscourts.gov,304-347-3003,304-347-3018,,,,,0,-81.639838,38.352412,3200,"Robert C. Byrd United States Courthouse","300 Virginia Street East",Charleston,WV,25301,"Robert C. Byrd United States Courthouse","Robert C. Byrd United States Courthouse
300 Virginia Street East
Charleston, WV 25301
",,,https://ecf.wvsb.uscourts.gov,,,
